frame,time,direction,hex,raw_packet,packet,event_detail
458,12.266128,D->H,4169820010000003eb500800040000000000a50c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 105, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xebP\x08\0\x04\0\0\0\0\0\xa5\x0c"" }","PdRawData(b""\xebP\x08\0\x04\0\0\0\0\0\xa5\x0c"")","Status(
    StatusPacket {
        type_id: 235,
        timestamp_bytes: [
            80,
            8,
            0,
        ],
        vbus_raw: U16(
            4,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3237,
        ),
    },
)
"
460,12.297155,H->D,0c6a2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 106, attribute: 16 }, payload: b"""" }",CmdGetPdData,
462,12.297231,D->H,416a8200100000030a510800030000000000a30c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 106, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\nQ\x08\0\x03\0\0\0\0\0\xa3\x0c"" }","PdRawData(b""\nQ\x08\0\x03\0\0\0\0\0\xa3\x0c"")","Status(
    StatusPacket {
        type_id: 10,
        timestamp_bytes: [
            81,
            8,
            0,
        ],
        vbus_raw: U16(
            3,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3235,
        ),
    },
)
"
464,12.316086,H->D,0c6b0200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 107, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData,
466,12.316191,D->H,416b82020100000b50100000feffffff3e100000f8ffffffa210000056000000550d0400767e1f03f8007e7e0080a40c4f001800,"Data { header: DataHeader { packet_type: 65, flag: false, id: 107, obj_count_words: 10 }, extended: ExtendedHeader { attribute: 1, next: false, chunk: 0, size: 44 }, payload: b""P\x10\0\0\xfe\xff\xff\xff>\x10\0\0\xf8\xff\xff\xff\xa2\x10\0\0V\0\0\0U\r\x04\0v~\x1f\x03\xf8\0~~\0\x80\xa4\x0cO\0\x18\0"" }","SimpleAdcData(AdcDataSimple { vbus_v: 0.004176, ibus_a: -2e-6, power_w: -8.352e-9, vbus_avg_v: 0.004158, ibus_avg_a: -8e-6, temp_c: 26.0, vdp_v: 0.0799, vdm_v: 0.0248, vdp_avg_v: 0.0079, vdm_avg_v: 0.0024, cc1_v: 0.0004, cc2_v: 3.2374, cc2_avg_v: 0.3236, internal_vdd_v: 3.2382, sample_rate: Sps1 })",
468,12.343532,H->D,0c6c2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 108, attribute: 16 }, payload: b"""" }",CmdGetPdData,
470,12.343612,D->H,416c82001000000339510800030000000000a50c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 108, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""9Q\x08\0\x03\0\0\0\0\0\xa5\x0c"" }","PdRawData(b""9Q\x08\0\x03\0\0\0\0\0\xa5\x0c"")","Status(
    StatusPacket {
        type_id: 57,
        timestamp_bytes: [
            81,
            8,
            0,
        ],
        vbus_raw: U16(
            3,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3237,
        ),
    },
)
"
472,12.376047,H->D,0c6d2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 109, attribute: 16 }, payload: b"""" }",CmdGetPdData,
474,12.376138,D->H,416d82001000000359510800040000000000a50c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 109, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""YQ\x08\0\x04\0\0\0\0\0\xa5\x0c"" }","PdRawData(b""YQ\x08\0\x04\0\0\0\0\0\xa5\x0c"")","Status(
    StatusPacket {
        type_id: 89,
        timestamp_bytes: [
            81,
            8,
            0,
        ],
        vbus_raw: U16(
            4,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3237,
        ),
    },
)
"
476,12.416048,H->D,0c6e2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 110, attribute: 16 }, payload: b"""" }",CmdGetPdData,
478,12.416126,D->H,416e82001000000381510800040000000000a50c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 110, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\x81Q\x08\0\x04\0\0\0\0\0\xa5\x0c"" }","PdRawData(b""\x81Q\x08\0\x04\0\0\0\0\0\xa5\x0c"")","PdMessage(
    WrappedPdMessage {
        is_src_to_snk: false,
        timestamp: 2129,
        pd_bytes: b""\0\0"",
    },
)
"
480,12.456027,H->D,0c6f2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 111, attribute: 16 }, payload: b"""" }",CmdGetPdData,
482,12.456123,D->H,416f820010000003a9510800060000000000a30c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 111, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xa9Q\x08\0\x06\0\0\0\0\0\xa3\x0c"" }","PdRawData(b""\xa9Q\x08\0\x06\0\0\0\0\0\xa3\x0c"")","Status(
    StatusPacket {
        type_id: 169,
        timestamp_bytes: [
            81,
            8,
            0,
        ],
        vbus_raw: U16(
            6,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3235,
        ),
    },
)
"
484,12.496142,H->D,0c702000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 112, attribute: 16 }, payload: b"""" }",CmdGetPdData,
486,12.496231,D->H,4170820010000003d1510800040000000000a50c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 112, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xd1Q\x08\0\x04\0\0\0\0\0\xa5\x0c"" }","PdRawData(b""\xd1Q\x08\0\x04\0\0\0\0\0\xa5\x0c"")","Status(
    StatusPacket {
        type_id: 209,
        timestamp_bytes: [
            81,
            8,
            0,
        ],
        vbus_raw: U16(
            4,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3237,
        ),
    },
)
"
488,12.536209,H->D,0c710200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 113, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData,
490,12.536309,D->H,417182020100000b50100000feffffff3e100000f8ffffffa210000056000000550d0400787e2003f900807e0080a40c4f001800,"Data { header: DataHeader { packet_type: 65, flag: false, id: 113, obj_count_words: 10 }, extended: ExtendedHeader { attribute: 1, next: false, chunk: 0, size: 44 }, payload: b""P\x10\0\0\xfe\xff\xff\xff>\x10\0\0\xf8\xff\xff\xff\xa2\x10\0\0V\0\0\0U\r\x04\0x~ \x03\xf9\0\x80~\0\x80\xa4\x0cO\0\x18\0"" }","SimpleAdcData(AdcDataSimple { vbus_v: 0.004176, ibus_a: -2e-6, power_w: -8.352e-9, vbus_avg_v: 0.004158, ibus_avg_a: -8e-6, temp_c: 26.0, vdp_v: 0.08, vdm_v: 0.0249, vdp_avg_v: 0.0079, vdm_avg_v: 0.0024, cc1_v: 0.0004, cc2_v: 3.2376, cc2_avg_v: 0.3236, internal_vdd_v: 3.2384, sample_rate: Sps1 })",
492,12.550521,H->D,0c722000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 114, attribute: 16 }, payload: b"""" }",CmdGetPdData,
494,12.550601,D->H,417282001000000308520800040000000000a50c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 114, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\x08R\x08\0\x04\0\0\0\0\0\xa5\x0c"" }","PdRawData(b""\x08R\x08\0\x04\0\0\0\0\0\xa5\x0c"")","Status(
    StatusPacket {
        type_id: 8,
        timestamp_bytes: [
            82,
            8,
            0,
        ],
        vbus_raw: U16(
            4,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3237,
        ),
    },
)
"
496,12.586084,H->D,0c732000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 115, attribute: 16 }, payload: b"""" }",CmdGetPdData,
498,12.586170,D->H,41738200100000032b520800040000000000a30c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 115, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""+R\x08\0\x04\0\0\0\0\0\xa3\x0c"" }","PdRawData(b""+R\x08\0\x04\0\0\0\0\0\xa3\x0c"")","Status(
    StatusPacket {
        type_id: 43,
        timestamp_bytes: [
            82,
            8,
            0,
        ],
        vbus_raw: U16(
            4,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3235,
        ),
    },
)
"
500,12.626076,H->D,0c742000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 116, attribute: 16 }, payload: b"""" }",CmdGetPdData,
502,12.626168,D->H,417482001000000353520800030000000000a50c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 116, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""SR\x08\0\x03\0\0\0\0\0\xa5\x0c"" }","PdRawData(b""SR\x08\0\x03\0\0\0\0\0\xa5\x0c"")","Status(
    StatusPacket {
        type_id: 83,
        timestamp_bytes: [
            82,
            8,
            0,
        ],
        vbus_raw: U16(
            3,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3237,
        ),
    },
)
"
504,12.666100,H->D,0c752000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 117, attribute: 16 }, payload: b"""" }",CmdGetPdData,
506,12.666170,D->H,41758200100000037b520800040000000000a50c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 117, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""{R\x08\0\x04\0\0\0\0\0\xa5\x0c"" }","PdRawData(b""{R\x08\0\x04\0\0\0\0\0\xa5\x0c"")","Status(
    StatusPacket {
        type_id: 123,
        timestamp_bytes: [
            82,
            8,
            0,
        ],
        vbus_raw: U16(
            4,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3237,
        ),
    },
)
"
508,12.706101,H->D,0c762000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 118, attribute: 16 }, payload: b"""" }",CmdGetPdData,
510,12.706180,D->H,4176820010000003a3520800040000000000a50c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 118, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xa3R\x08\0\x04\0\0\0\0\0\xa5\x0c"" }","PdRawData(b""\xa3R\x08\0\x04\0\0\0\0\0\xa5\x0c"")","Status(
    StatusPacket {
        type_id: 163,
        timestamp_bytes: [
            82,
            8,
            0,
        ],
        vbus_raw: U16(
            4,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3237,
        ),
    },
)
"
512,12.743242,H->D,0c770200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 119, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData,
514,12.743337,D->H,417782020100000b641000000e0000003e100000f8ffffffa210000056000000540d0400787e2003f900807e0080a40c4f001800,"Data { header: DataHeader { packet_type: 65, flag: false, id: 119, obj_count_words: 10 }, extended: ExtendedHeader { attribute: 1, next: false, chunk: 0, size: 44 }, payload: b""d\x10\0\0\x0e\0\0\0>\x10\0\0\xf8\xff\xff\xff\xa2\x10\0\0V\0\0\0T\r\x04\0x~ \x03\xf9\0\x80~\0\x80\xa4\x0cO\0\x18\0"" }","SimpleAdcData(AdcDataSimple { vbus_v: 0.004196, ibus_a: 1.4e-5, power_w: 5.8744e-8, vbus_avg_v: 0.004158, ibus_avg_a: -8e-6, temp_c: 26.0, vdp_v: 0.08, vdm_v: 0.0249, vdp_avg_v: 0.0079, vdm_avg_v: 0.0024, cc1_v: 0.0004, cc2_v: 3.2376, cc2_avg_v: 0.3236, internal_vdd_v: 3.2384, sample_rate: Sps1 })",
516,12.745956,H->D,0c782000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 120, attribute: 16 }, payload: b"""" }",CmdGetPdData,
518,12.746025,D->H,4178820010000003cb520800050000000000a50c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 120, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xcbR\x08\0\x05\0\0\0\0\0\xa5\x0c"" }","PdRawData(b""\xcbR\x08\0\x05\0\0\0\0\0\xa5\x0c"")","Status(
    StatusPacket {
        type_id: 203,
        timestamp_bytes: [
            82,
            8,
            0,
        ],
        vbus_raw: U16(
            5,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3237,
        ),
    },
)
"
520,12.786158,H->D,0c792000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 121, attribute: 16 }, payload: b"""" }",CmdGetPdData,
522,12.786237,D->H,4179820010000003f3520800020000000000a50c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 121, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xf3R\x08\0\x02\0\0\0\0\0\xa5\x0c"" }","PdRawData(b""\xf3R\x08\0\x02\0\0\0\0\0\xa5\x0c"")","Status(
    StatusPacket {
        type_id: 243,
        timestamp_bytes: [
            82,
            8,
            0,
        ],
        vbus_raw: U16(
            2,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3237,
        ),
    },
)
"
524,12.825968,H->D,0c7a2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 122, attribute: 16 }, payload: b"""" }",CmdGetPdData,
526,12.826041,D->H,417a8200100000031b530800040000000000a30c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 122, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\x1bS\x08\0\x04\0\0\0\0\0\xa3\x0c"" }","PdRawData(b""\x1bS\x08\0\x04\0\0\0\0\0\xa3\x0c"")","Status(
    StatusPacket {
        type_id: 27,
        timestamp_bytes: [
            83,
            8,
            0,
        ],
        vbus_raw: U16(
            4,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3235,
        ),
    },
)
"
528,12.866077,H->D,0c7b2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 123, attribute: 16 }, payload: b"""" }",CmdGetPdData,
530,12.866155,D->H,417b82001000000343530800040000000000a50c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 123, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""CS\x08\0\x04\0\0\0\0\0\xa5\x0c"" }","PdRawData(b""CS\x08\0\x04\0\0\0\0\0\xa5\x0c"")","Status(
    StatusPacket {
        type_id: 67,
        timestamp_bytes: [
            83,
            8,
            0,
        ],
        vbus_raw: U16(
            4,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3237,
        ),
    },
)
"
532,12.896349,H->D,0c7c2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 124, attribute: 16 }, payload: b"""" }",CmdGetPdData,
534,12.896428,D->H,417c82001000000361530800040000000000a50c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 124, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""aS\x08\0\x04\0\0\0\0\0\xa5\x0c"" }","PdRawData(b""aS\x08\0\x04\0\0\0\0\0\xa5\x0c"")","Status(
    StatusPacket {
        type_id: 97,
        timestamp_bytes: [
            83,
            8,
            0,
        ],
        vbus_raw: U16(
            4,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3237,
        ),
    },
)
"
536,12.936105,H->D,0c7d2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 125, attribute: 16 }, payload: b"""" }",CmdGetPdData,
538,12.936188,D->H,417d82001000000389530800030000000000a50c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 125, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\x89S\x08\0\x03\0\0\0\0\0\xa5\x0c"" }","PdRawData(b""\x89S\x08\0\x03\0\0\0\0\0\xa5\x0c"")","PdMessage(
    WrappedPdMessage {
        is_src_to_snk: false,
        timestamp: 2131,
        pd_bytes: b""\0\0"",
    },
)
"
540,12.949993,H->D,0c7e0200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 126, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData,
542,12.950090,D->H,417e82020100000b641000000e0000003e100000f8ffffffa210000056000000540d0400787e1f03f900807e0080a40c4f001800,"Data { header: DataHeader { packet_type: 65, flag: false, id: 126, obj_count_words: 10 }, extended: ExtendedHeader { attribute: 1, next: false, chunk: 0, size: 44 }, payload: b""d\x10\0\0\x0e\0\0\0>\x10\0\0\xf8\xff\xff\xff\xa2\x10\0\0V\0\0\0T\r\x04\0x~\x1f\x03\xf9\0\x80~\0\x80\xa4\x0cO\0\x18\0"" }","SimpleAdcData(AdcDataSimple { vbus_v: 0.004196, ibus_a: 1.4e-5, power_w: 5.8744e-8, vbus_avg_v: 0.004158, ibus_avg_a: -8e-6, temp_c: 26.0, vdp_v: 0.0799, vdm_v: 0.0249, vdp_avg_v: 0.0079, vdm_avg_v: 0.0024, cc1_v: 0.0004, cc2_v: 3.2376, cc2_avg_v: 0.3236, internal_vdd_v: 3.2384, sample_rate: Sps1 })",
544,12.976112,H->D,0c7f2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 127, attribute: 16 }, payload: b"""" }",CmdGetPdData,
546,12.976193,D->H,417f820010000003b1530800050000000000a50c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 127, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xb1S\x08\0\x05\0\0\0\0\0\xa5\x0c"" }","PdRawData(b""\xb1S\x08\0\x05\0\0\0\0\0\xa5\x0c"")","Status(
    StatusPacket {
        type_id: 177,
        timestamp_bytes: [
            83,
            8,
            0,
        ],
        vbus_raw: U16(
            5,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3237,
        ),
    },
)
"
548,13.016110,H->D,0c802000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 128, attribute: 16 }, payload: b"""" }",CmdGetPdData,
550,13.016190,D->H,4180820010000003d9530800040000000000a50c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 128, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xd9S\x08\0\x04\0\0\0\0\0\xa5\x0c"" }","PdRawData(b""\xd9S\x08\0\x04\0\0\0\0\0\xa5\x0c"")","Status(
    StatusPacket {
        type_id: 217,
        timestamp_bytes: [
            83,
            8,
            0,
        ],
        vbus_raw: U16(
            4,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3237,
        ),
    },
)
"
552,13.056067,H->D,0c812000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 129, attribute: 16 }, payload: b"""" }",CmdGetPdData,
554,13.056154,D->H,418182001000000301540800040000000000a50c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 129, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\x01T\x08\0\x04\0\0\0\0\0\xa5\x0c"" }","PdRawData(b""\x01T\x08\0\x04\0\0\0\0\0\xa5\x0c"")","Status(
    StatusPacket {
        type_id: 1,
        timestamp_bytes: [
            84,
            8,
            0,
        ],
        vbus_raw: U16(
            4,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3237,
        ),
    },
)
"
556,13.096052,H->D,0c822000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 130, attribute: 16 }, payload: b"""" }",CmdGetPdData,
558,13.096135,D->H,418282001000000329540800040000000000a50c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 130, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b"")T\x08\0\x04\0\0\0\0\0\xa5\x0c"" }","PdRawData(b"")T\x08\0\x04\0\0\0\0\0\xa5\x0c"")","Status(
    StatusPacket {
        type_id: 41,
        timestamp_bytes: [
            84,
            8,
            0,
        ],
        vbus_raw: U16(
            4,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3237,
        ),
    },
)
"
560,13.141599,H->D,0c832000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 131, attribute: 16 }, payload: b"""" }",CmdGetPdData,
562,13.141753,D->H,418382001000000357540800040000000000a50c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 131, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""WT\x08\0\x04\0\0\0\0\0\xa5\x0c"" }","PdRawData(b""WT\x08\0\x04\0\0\0\0\0\xa5\x0c"")","Status(
    StatusPacket {
        type_id: 87,
        timestamp_bytes: [
            84,
            8,
            0,
        ],
        vbus_raw: U16(
            4,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3237,
        ),
    },
)
"
564,13.147121,H->D,0c840200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 132, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData,
566,13.147213,D->H,418482020100000bf80f0000f6ffffff2e100000020000009210000060000000540d0400787e1f03f900807e0080a40c4f001800,"Data { header: DataHeader { packet_type: 65, flag: false, id: 132, obj_count_words: 10 }, extended: ExtendedHeader { attribute: 1, next: false, chunk: 0, size: 44 }, payload: b""\xf8\x0f\0\0\xf6\xff\xff\xff.\x10\0\0\x02\0\0\0\x92\x10\0\0`\0\0\0T\r\x04\0x~\x1f\x03\xf9\0\x80~\0\x80\xa4\x0cO\0\x18\0"" }","SimpleAdcData(AdcDataSimple { vbus_v: 0.004088, ibus_a: -1e-5, power_w: -4.088e-8, vbus_avg_v: 0.004142, ibus_avg_a: 2e-6, temp_c: 26.0, vdp_v: 0.0799, vdm_v: 0.0249, vdp_avg_v: 0.0079, vdm_avg_v: 0.0024, cc1_v: 0.0004, cc2_v: 3.2376, cc2_avg_v: 0.3236, internal_vdd_v: 3.2384, sample_rate: Sps1 })",
568,13.176150,H->D,0c852000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 133, attribute: 16 }, payload: b"""" }",CmdGetPdData,
570,13.176242,D->H,418582001000000379540800040000000000a50c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 133, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""yT\x08\0\x04\0\0\0\0\0\xa5\x0c"" }","PdRawData(b""yT\x08\0\x04\0\0\0\0\0\xa5\x0c"")","Status(
    StatusPacket {
        type_id: 121,
        timestamp_bytes: [
            84,
            8,
            0,
        ],
        vbus_raw: U16(
            4,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3237,
        ),
    },
)
"
572,13.216083,H->D,0c862000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 134, attribute: 16 }, payload: b"""" }",CmdGetPdData,
574,13.216160,D->H,4186820010000003a1540800030000000000a50c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 134, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xa1T\x08\0\x03\0\0\0\0\0\xa5\x0c"" }","PdRawData(b""\xa1T\x08\0\x03\0\0\0\0\0\xa5\x0c"")","Status(
    StatusPacket {
        type_id: 161,
        timestamp_bytes: [
            84,
            8,
            0,
        ],
        vbus_raw: U16(
            3,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3237,
        ),
    },
)
"
576,13.256081,H->D,0c872000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 135, attribute: 16 }, payload: b"""" }",CmdGetPdData,
578,13.256159,D->H,4187820010000003c9540800030000000000a50c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 135, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xc9T\x08\0\x03\0\0\0\0\0\xa5\x0c"" }","PdRawData(b""\xc9T\x08\0\x03\0\0\0\0\0\xa5\x0c"")","Status(
    StatusPacket {
        type_id: 201,
        timestamp_bytes: [
            84,
            8,
            0,
        ],
        vbus_raw: U16(
            3,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3237,
        ),
    },
)
"
580,13.287051,H->D,0c882000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 136, attribute: 16 }, payload: b"""" }",CmdGetPdData,
582,13.287136,D->H,4188820010000003e8540800030000000000a50c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 136, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xe8T\x08\0\x03\0\0\0\0\0\xa5\x0c"" }","PdRawData(b""\xe8T\x08\0\x03\0\0\0\0\0\xa5\x0c"")","Status(
    StatusPacket {
        type_id: 232,
        timestamp_bytes: [
            84,
            8,
            0,
        ],
        vbus_raw: U16(
            3,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3237,
        ),
    },
)
"
584,13.327254,H->D,0c892000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 137, attribute: 16 }, payload: b"""" }",CmdGetPdData,
586,13.327332,D->H,418982001000000310550800030000000000a50c,"Data { header: DataHeader { packet_type: 65, flag: false, id: 137, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\x10U\x08\0\x03\0\0\0\0\0\xa5\x0c"" }","PdRawData(b""\x10U\x08\0\x03\0\0\0\0\0\xa5\x0c"")","Status(
    StatusPacket {
        type_id: 16,
        timestamp_bytes: [
            85,
            8,
            0,
        ],
        vbus_raw: U16(
            3,
        ),
        ibus_raw: U16(
            0,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            3237,
        ),
    },
)
"
